Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Manhattan,Manhattanville-West Harlem,NE Convent Avenue & W 130 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1021303,,,40.81491836,-73.95299658,26,40395,POINT (-73.95299658 40.81491836),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=251,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363943,70,13,MN09,MN092,MN,30
Queens,Kew Gardens,Anshe Shalom Chabad JCC,"82-52 Abingdon Road Kew Gardens, NY 11415",Anshe Shalom Chabad JCC,Year Round,Sunday - Friday (Start Time: Dawn - End Time:  Dusk),,https://www.chabadofthegardens.com/#utm_source=domain&utm_medium=domain&utm_campaign=chabadhome.org,409,29,4077500,,,40.7081655,-73.8342141,102,40775,POINT (-73.8342141 40.7081655),,,28,5,QW09,QW094,QW,14
Brooklyn,East Williamsburg,Sure We Can,"219 McKibben Street, Brooklyn, NY 11206",Sure We Can,Year Round,"Monday - Saturday (Start Time: 7:00 AM - End Time:  Monday-Friday 5:00 PM, Saturday 1:00 PM)",,http://www.surewecan.org/composting,301,34,3048500,,,40.705441,-73.93882,90,40753,POINT (-73.93882 40.705441),,,53,7,BKN01,BKN015,BKN,18
Manhattan,Lower East Side,*LAST DAY DECEMBER 4* Grand Street & Clinton Street,Grand Street & Clinton Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Monday (Start Time: 9:00 AM - End Time:  2:00 PM),,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,1001401,,,40.715889,-73.986861,7,40511,POINT (-73.986861 40.715889),,,65,10,MN03,MN031,MN,27
Queens,Queensbridge-Ravenswood-Dutch Kills,SW 24th Street & 34th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4004700,,,40.76154874,-73.93188491,114,40220,POINT (-73.93188491 40.76154874),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=60,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363752,36,7,QW01,QW016,QW,59
Queens,Astoria (Central),Astoria Pug: Broadway,"32-11 31st St, Queens, NY 11106",Astoria Pug,Year Round,Saturday (Start Time: 9:00 AM - End Time:  3:00 PM),,https://www.instagram.com/astoriapug/?hl=en,401,22,4005900,,,40.761472,-73.925611,114,40218,POINT (-73.925611 40.761472),,,36,14,QW01,QW014,QW,59
Manhattan,Lower East Side,NW Grand St & Henry St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,1,1000202,,,40.71424652,-73.98167007,7,40506,POINT (-73.98167007 40.71424652),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=236,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363928,65,10,MN03,MN031,MN,27
Bronx,Fordham Heights,SE Marion Avenue & East 187th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,15,2038303,,,40.85928459,-73.89476415,46,40679,POINT (-73.89476415 40.85928459),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=425,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364117,86,15,BX05,BX053,BX,33
Manhattan,Upper East Side-Carnegie Hill,SW E 85 St & 3 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,4,1014801,,,40.77806091,-73.95466305,19,40516,POINT (-73.95466305 40.77806091),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=384,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364076,73,12,MN08,MN084,MN,28
Manhattan,Hell's Kitchen,*LAST DAY DECEMBER 5* 10th Avenue and 43rd Street,"Southeeast Corder of 10th Avenue and 43rd STreet, NY NY 10036",LES Ecology Center,Year Round,Tuesdays (Start Time: 9:00 AM - End Time:  12:00 PM),,www.lesecologycenter.org,104,3,1012102,,,40.7601267,-73.9949035,10,40593,POINT (-73.9949035 40.7601267),,,75,12,MN04,MN043,MN,47
Bronx,Soundview-Clason Point,NW Seward Avenue & Croes Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2002001,,,40.81859325,-73.86818949,43,40252,POINT (-73.86818949 40.81859325),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=67,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363759,85,14,BX09,BX091,BX,34
Manhattan,Upper East Side-Carnegie Hill,NW Lexington ave & E 64 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,4,1012000,,,40.76550445,-73.96592719,19,40538,POINT (-73.96592719 40.76550445),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=269,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363961,73,12,MN08,MN081,MN,28
Queens,Jackson Heights,Farm Spot CSA,33-50 82nd street,Volunteers at Farm Spot,June 15-Oct 26,Thursday (Start Time: 6:00 PM - End Time:  7:30 PM),,Farmspot.org,403,25,4028300,4012540032,4028776,40.754004,-73.885483,115,40770,POINT (-73.885483 40.754004),,,34,6,QW03,QW032,QW,13
Brooklyn,Crown Heights (North),NE Kingston Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3034300,,,40.67303171,-73.94181043,77,40384,POINT (-73.94181043 40.67303171),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=188,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363880,43,9,BKN08,BKN082,BKN,20
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn Borough Hall Saturday Greenmarket,Court St. and Montague St.,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:00 PM),,grownyc.org/compost,302,33,3001100,,,40.693609,-73.990261,84,40726,POINT (-73.990261 40.693609),,,52,10,BKN02,BKN021,BKN,26
Manhattan,Hamilton Heights-Sugar Hill,SW West 147th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1023300,,,40.82647613,-73.9468776,30,40406,POINT (-73.9468776 40.82647613),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=229,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363921,71,13,MN09,MN093,MN,30
Queens,Ridgewood,Ridgewood Farmstand,Cypress Ave btw Myrtle Ave. and Putnam Ave.,GrowNYC,Year Round,Saturday (Start Time: 9:30 AM - End Time:  1:30 PM),,grownyc.org/compost,405,34,4055100,,,40.7003,-73.906675,104,40785,POINT (-73.906675 40.7003),,,38,7,QW05,QW053,QW,18
Brooklyn,Prospect Heights,NE Flatbush Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3016100,,,40.67867868,-73.97343334,78,40352,POINT (-73.97343334 40.67867868),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=197,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363889,44,10,BKN08,BKN081,BKN,25
Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,NW Hill Street & Tompkins Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5002900,,,40.62214724,-74.07850452,120,40415,POINT (-74.07850452 40.62214724),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=213,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363905,61,11,SI01,SI011,SI,23
Brooklyn,East New York-New Lots,East New York Farms: UCC Youth Farm,613 New Lots Avenue,East New York Farms,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,https://ucceny.org/enyf/,305,42,3112400,3040890025,3090717,40.66547,-73.88668,75,40743,POINT (-73.88668 40.66547),,,60,8,BKN05,BKN054,BKN,19
Queens,Astoria (Central),NE Crescent Street & 31st Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007500,,,40.7649409,-73.92701134,114,40225,POINT (-73.92701134 40.7649409),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=98,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363790,36,14,QW01,QW013,QW,59
Manhattan,East Village,SE 1 Ave & E 14 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1003400,,,40.73120287,-73.9824943,9,40484,POINT (-73.9824943 40.73120287),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=295,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363987,74,12,MN03,MN034,MN,27
Manhattan,East Harlem (North),SW East 118th Street & 1 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1018800,,,40.797433,-73.93471364,25,40653,POINT (-73.93471364 40.797433),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=395,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364087,68,13,MN11,MN112,MN,29
Brooklyn,Bedford-Stuyvesant (West),SW Nostrand Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024500,,,40.68393669,-73.95034757,79,40299,POINT (-73.95034757 40.68393669),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=114,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363806,57,8,BKN03,BKN032,BKN,25
Brooklyn,East New York (North),East New York Farms: St. John Community Garden,"474 New Jersey Ave, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),,ucceny.org/enyf-old/compost/,305,42,3115600,,,40.6676529,-73.8940832,75,40748,POINT (-73.8940832 40.6676529),,,60,8,BKN05,BKN054,BKN,19
Brooklyn,Bushwick (East),Wilson Ave Food Scrap Drop-off,Wilson Ave & Moffat St (near L train),GrowNYC,Year Round,Thursday (Start Time: 9:00 AM - End Time:  1:00 PM),,grownyc.org/compost,304,37,3041100,,,40.688793,-73.904826,83,40331,POINT (-73.904826 40.688793),,,54,7,BKN04,BKN043,BKN,18
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Compost Learning Center,758 Enright Rd,NYC Compost Project Hosted by Earth Matter NY,May 1- November 1,Saturday and Sunday (Start Time: 12:00 PM - End Time:  4:00 PM),,,101,1,1000500,,,40.6871579,-74.0201142,1,40462,POINT (-74.0201142 40.6871579),,,61,10,MN01,,MN,26
Manhattan,Midtown South-Flatiron-Union Square,NE 21st Street and 6th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,105,3,1005800,,,40.74163392,-73.99363601,13,40561,POINT (-73.99363601 40.74163392),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=322,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364014,75,12,MN05,MN051,MN,28
Manhattan,Upper West Side-Lincoln Square,SW West End Ave & W 60 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1015102,,,40.7721778,-73.99013103,20,40616,POINT (-73.99013103 40.7721778),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=347,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364039,67,12,MN07,MN071,MN,47
Manhattan,Financial District-Battery Park City,SE Gold St & Frankfort St.,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,101,1,1001501,,,40.71066348,-74.00341004,1,40447,POINT (-74.00341004 40.71066348),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=228,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363920,65,10,MN01,MN011,MN,27
Bronx,Soundview-Bruckner-Bronx River,NE Taylor Avenue & Archer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2021601,,,40.83769228,-73.8663211,43,40257,POINT (-73.8663211 40.83769228),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=444,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364136,87,14,BX09,BX092,BX,34
Brooklyn,Ocean Hill,Phoenix Community Garden,"36 Somers Street, Brooklyn, NY 11233",Phoenix Community Garden,March - November,Saturday (Start Time: 11:00 AM - End Time:  3:00 PM),,https://www.phoenixcommunitygarden.org/,316,41,3037100,,,40.6785,-73.912,73,40711,POINT (-73.912 40.6785),,,55,8,BKN16,BKN162,BKN,25
Manhattan,Upper West Side-Manhattan Valley,97th Street Greenmarket,W 97th St and Amsterdam Ave,GrowNYC,Year Round,Friday (Start Time: 8:00 AM - End Time:  12:30 PM),"No meat, bones, or dairy",grownyc.org/compost,107,7,1018500,,,40.794717,-73.969552,24,40638,POINT (-73.969552 40.794717),,,69,12,MN07,MN074,MN,47
Manhattan,Upper West Side-Lincoln Square,SW Columbus Ave & 70th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1015302,,,40.77611866,-73.97994637,20,40610,POINT (-73.97994637 40.77611866),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=345,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364037,67,12,MN07,MN071,MN,47
Brooklyn,Crown Heights (North),NE Schenectady Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3034500,,,40.6734846,-73.93339064,77,40391,POINT (-73.93339064 40.6734846),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=180,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363872,56,9,BKN08,BKN083,BKN,20
Manhattan,Upper West Side (Central),SW W 84 St & Columbus Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1016900,,,40.78520105,-73.97335456,20,40625,POINT (-73.97335456 40.78520105),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=363,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364055,69,12,MN07,MN073,MN,47
Bronx,Tremont,Mary Mitchell Center,"2007 Mapes Ave, Bronx, NY 10460",Mary Mitchell Family & Youth Center,Year Round,Monday - Friday (Start Time: 9:00 AM - End Time:  5:00 PM),,http://themarymitchellfyc.org/,206,15,2037100,,,40.844901,-73.887287,48,40684,POINT (-73.887287 40.844901),,,79,15,BX06,BX062,BX,32
Manhattan,East Midtown-Turtle Bay,SE 2nd Ave & E 49 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,4,1009000,,,40.7540545,-73.96902092,17,40578,POINT (-73.96902092 40.7540545),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=275,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363967,73,12,MN06,MN063,MN,28
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,SE 2nd Avenue & 72nd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1012602,,,40.76880091,-73.95866268,19,40523,POINT (-73.95866268 40.76880091),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=249,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363941,76,12,MN08,MN082,MN,28
Brooklyn,Crown Heights (North),NE Rogers Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3031701,,,40.67459378,-73.95274546,77,40378,POINT (-73.95274546 40.67459378),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=192,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363884,43,9,BKN08,BKN082,BKN,20
Brooklyn,Sunset Park (West),Los Colibríes Community Garden,"219 34th Street, Brooklyn 11232",Los Colibríes Community Garden,Year Round,Sunday (Start Time: 11:00 AM - End Time:  4:00 PM),"No meat, bones, or dairy.",https://www.facebook.com/jardin34/,307,38,3008400,,,40.6547305,-74.0018481,72,40716,POINT (-74.0018481 40.6547305),,,51,10,BKS07,BKS072,BKS,26
Staten Island,Port Richmond,*CLOSED FOR THE SEASON* West Brighton,Chappell Street and Henderson Avenue,Snug Harbor Youth,Seasonal,Friday (Start Time: 4:00 PM - End Time:  5:30 PM),,snug-harbor.org,501,49,5013302,,,40.636758,-74.119727,120,40420,POINT (-74.119727 40.636758),,,61,11,SI01,SI013,SI,23
Manhattan,Gramercy,NE E 22 St & Lexington Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,2,1006800,,,40.73887359,-73.98511663,13,40567,POINT (-73.98511663 40.73887359),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=380,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364072,74,12,MN06,MN061,MN,59
Manhattan,Inwood,SE Broadway & Academy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1029100,,,40.86620151,-73.92508216,34,40435,POINT (-73.92508216 40.86620151),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=410,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364102,72,13,MN12,MN124,MN,31
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3044700,,,40.70669251,-73.9204542,83,40346,POINT (-73.9204542 40.70669251),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=149,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363841,53,7,BKN04,BKN041,BKN,18
Brooklyn,Bensonhurst,Bensonhurst Greenmarket,18th Ave btwn 81st & 82nd Streets,GrowNYC,Year Round,Sunday (Start Time: 9:00 AM - End Time:  1:00 PM),,grownyc.org/compost,311,38,3027800,,,40.609644,-73.999683,62,40721,POINT (-73.999683 40.609644),,,49,11,BKS11,BKS113,BKS,17
Queens,Astoria (Central),SE Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007300,,,40.76656937,-73.92594543,114,40230,POINT (-73.92594543 40.76656937),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=163,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363855,36,14,QW01,QW013,QW,59
Queens,South Jamaica,CPF Liberty Collective Learning Garden,"106-1 173rd Street, Jamaica, NY",CPF Liberty Collective Learning Garden,April - August,Mon & Weds (Start Time: 10:00 AM - End Time:  4:00 PM),,,412,27,4044000,,,40.7018967,-73.7834692,103,40790,POINT (-73.7834692 40.7018967),,,29,5,QE12,QE123,QE,14
Manhattan,Murray Hill-Kips Bay,SE Park & E 33 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,105,2,1007200,,,40.74633636,-73.98169907,14,40552,POINT (-73.98169907 40.74633636),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=279,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363971,73,12,MN05,MN051,MN,59
Manhattan,West Village,SE Greenwich St & 8th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,3,1007700,,,40.73916944,-74.00274561,6,40479,POINT (-74.00274561 40.73916944),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=315,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364007,66,10,MN02,MN023,MN,47
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Myrtle Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3025901,,,40.69555546,-73.94638695,79,40288,POINT (-73.94638695 40.69555546),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=88,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363780,56,8,BKN03,BKN031,BKN,25
Queens,Rego Park,The Compost Collective,"The corner of Yellowstone Blvd, and Kessel Street Forest Hills, NY 11375",The Compost Collective,Year Round (Except February),Saturday (Start Time: 12:00 PM - End Time:  2:00 PM),,https://www.facebook.com/pg/thecompostcollective/about/?ref=page_internal,406,30,4070300,,,40.71645,-73.85778,112,40758,POINT (-73.85778 40.71645),,,28,6,QW06,QW062,QW,15
Brooklyn,Prospect Heights,NE Washington Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3021500,,,40.67358758,-73.96311119,77,40363,POINT (-73.96311119 40.67358758),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=167,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363859,44,10,BKN08,BKN081,BKN,20
Bronx,Norwood,Keepers House Edible Garden,3400 Reservoir Oval East,Friends of Mosholu Parkland,Year Round,Every day (Start Time: 9:00 AM - End Time:  8:00 PM),,www.mpcbronx.org,207,11,2042300,,,40.87896,-73.87585,52,40699,POINT (-73.87585 40.87896),,,81,15,BX07,BX073,BX,33
Manhattan,East Village,NW 2nd Ave & 12th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1004002,,,40.73119051,-73.98598125,9,40494,POINT (-73.98598125 40.73119051),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=296,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363988,66,10,MN03,MN034,MN,27
Manhattan,Upper East Side-Carnegie Hill,SW Lexington Ave & E 74 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,4,1012800,,,40.7716845,-73.96144625,19,40526,POINT (-73.96144625 40.7716845),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=271,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363963,73,12,MN08,MN082,MN,28
Manhattan,Chelsea-Hudson Yards,NE W 26 St & 10 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,3,1009700,,,40.74960583,-74.00261308,10,40589,POINT (-74.00261308 40.74960583),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=330,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364022,75,12,MN04,MN042,MN,47
Brooklyn,Bushwick (East),NW Central Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3041500,,,40.69271648,-73.9155288,83,40320,POINT (-73.9155288 40.69271648),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=122,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363814,54,7,BKN04,BKN042,BKN,18
Staten Island,St. George-New Brighton,NE Richmond Terrace & Ferry Terminal Viaduct,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5000300,,,40.64302975,-74.07558024,120,40410,POINT (-74.07558024 40.64302975),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=210,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363902,61,11,SI01,SI012,SI,23
Brooklyn,Bedford-Stuyvesant (West),SW Nostrand Avenue & Greene Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024300,,,40.68823356,-73.95123169,79,40303,POINT (-73.95123169 40.68823356),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=113,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363805,57,8,BKN03,BKN032,BKN,25
